"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.101128231E0,3.797918558E-3,-7.058978081E-4,1.539974213E-1,1.540458641E-1
6.109985923E0,6.984174252E-4,3.881156445E-4,1.389884949E-1,1.389907915E-1
6.120007385E0,-6.297439337E-3,1.132029295E-2,1.369924545E-1,1.376035587E-1
6.130042846E0,-1.320225000E-2,1.520749927E-2,1.490011215E-1,1.503559166E-1
6.139997308E0,-1.409426332E-2,1.411029696E-2,1.490097046E-1,1.503384209E-1
6.149990231E0,-1.299601793E-2,8.093923330E-3,1.420154572E-1,1.428383637E-1
6.160901923E0,-1.388701797E-2,9.065508842E-3,1.430196762E-1,1.439779862E-1
6.170494385E0,-1.082468033E-2,1.396912336E-2,1.490268707E-1,1.500710442E-1
6.180070616E0,-5.837380886E-3,1.190724969E-2,1.530303955E-1,1.536039048E-1
6.189991077E0,-5.854010582E-3,8.893400431E-3,1.630306244E-1,1.633779254E-1
6.200001462E0,-3.903120756E-3,5.927264690E-3,1.740255356E-1,1.741701865E-1
6.210017539E0,-2.712011337E-6,2.011209726E-3,1.680183411E-1,1.680303779E-1
6.219989539E0,-5.028069019E-3,5.047589540E-3,1.570148468E-1,1.571764033E-1
6.229995923E0,-1.392656565E-2,6.068199873E-3,1.540184021E-1,1.547657600E-1
6.239996231E0,-1.382315159E-2,6.086051464E-3,1.500225067E-1,1.507808743E-1
6.250004616E0,2.054989338E-3,7.087320089E-3,1.470165253E-1,1.472016025E-1
6.259990000E0,1.179328561E-2,9.060621262E-3,1.480073929E-1,1.487526968E-1
6.270301308E0,5.619287491E-3,1.396855712E-2,1.530046463E-1,1.537436788E-1
6.280056616E0,-2.443671227E-3,1.881566644E-2,1.600084305E-1,1.611294469E-1
6.289994000E0,-2.509593964E-3,1.670053601E-2,1.690111160E-1,1.698527695E-1
6.300121462E0,1.374095678E-3,7.702440023E-3,1.610069275E-1,1.611969182E-1
6.310589539E0,1.264840364E-3,5.721360445E-3,1.440019608E-1,1.441211244E-1
6.320001462E0,-8.171498775E-4,4.758417606E-3,1.499967575E-1,1.500744400E-1
6.330372077E0,-9.006559849E-4,8.542239666E-4,1.599874496E-1,1.599922652E-1
6.340240539E0,2.980232239E-6,-3.734230995E-5,1.589784622E-1,1.589784666E-1
6.349987077E0,-5.021184683E-3,6.809830666E-5,1.549730301E-1,1.550543678E-1
6.359987846E0,-1.392099261E-2,2.144873142E-3,1.559743881E-1,1.566090810E-1
6.371087770E0,-1.284483075E-2,-2.705901861E-3,1.659708023E-1,1.664890951E-1
6.380071693E0,-8.820056915E-3,-5.520701408E-3,1.629629135E-1,1.632947725E-1
6.390215077E0,-1.175251603E-2,5.788207054E-4,1.599607468E-1,1.603929461E-1
6.401382693E0,-1.760929823E-2,6.598681211E-3,1.649665833E-1,1.660349468E-1
6.410895616E0,-1.746785641E-2,2.672344446E-3,1.649684906E-1,1.659122368E-1
6.419998308E0,-1.732572913E-2,5.702733994E-3,1.619720459E-1,1.629958457E-1
6.429993385E0,-1.619657874E-2,8.689641953E-3,1.589784622E-1,1.600374659E-1
6.439987693E0,-1.705542207E-2,7.690578699E-3,1.589841843E-1,1.600812396E-1
6.449996462E0,-1.987969875E-2,6.708294153E-3,1.629915237E-1,1.643363637E-1
6.459986846E0,-1.575690508E-2,2.777576447E-3,1.599931717E-1,1.607911999E-1
6.471431770E0,-1.267024875E-2,-3.073692322E-3,1.509895325E-1,1.515513830E-1
6.479985923E0,-6.668448448E-3,1.016110182E-3,1.499853134E-1,1.501369206E-1
6.490157770E0,6.149888039E-3,1.293644309E-2,1.509819031E-1,1.516598422E-1
6.500683385E0,5.504488945E-5,1.877409220E-2,1.509857178E-1,1.521484687E-1
6.509997616E0,-9.897321463E-3,7.767677307E-3,1.499872208E-1,1.505139866E-1
6.520002231E0,-6.889462471E-3,-2.099424601E-3,1.449813843E-1,1.451601669E-1
6.529986462E0,-9.840339422E-3,8.875906467E-3,1.469850540E-1,1.475812322E-1
6.539987770E0,-1.176875830E-2,1.477274299E-2,1.529922485E-1,1.541537081E-1
6.549995154E0,-6.769359112E-3,6.784200668E-3,1.559925079E-1,1.562866345E-1
6.560783385E0,2.108305693E-3,-4.054605961E-3,1.429796219E-1,1.430526374E-1
6.570874539E0,-4.910111427E-3,1.030564308E-3,1.429748535E-1,1.430628533E-1
6.580371462E0,-1.380702853E-2,6.048738956E-3,1.499786377E-1,1.507342464E-1
6.589994846E0,-2.456358075E-2,1.297718287E-2,1.599912643E-1,1.623852870E-1
6.600794616E0,-1.938247681E-2,7.968932390E-3,1.510000229E-1,1.524473391E-1
6.609997231E0,-5.395501852E-3,-1.901924610E-3,1.439933777E-1,1.441069796E-1
6.620048693E0,-1.463353634E-3,1.946389675E-4,1.389865875E-1,1.389944272E-1
6.629986539E0,-1.139250398E-2,1.212382317E-2,1.469926834E-1,1.479311502E-1
6.640033462E0,-1.034954190E-2,1.502788067E-2,1.649980545E-1,1.660039403E-1
6.650062000E0,-6.362587214E-3,8.029609919E-3,1.679983139E-1,1.683103996E-1
6.659986539E0,-5.385249853E-3,2.108842134E-3,1.609935760E-1,1.610974229E-1
6.669988770E0,-1.455396414E-3,3.164589405E-3,1.439876556E-1,1.440297809E-1
6.679986154E0,-4.477500916E-3,9.128034115E-3,1.359882355E-1,1.363677719E-1
6.689986000E0,-1.042282581E-2,1.304674149E-2,1.499938965E-1,1.509205809E-1
6.699994000E0,-7.417708635E-3,1.494842768E-2,1.609992981E-1,1.618618296E-1
6.710056462E0,-5.061626434E-4,1.780524850E-2,1.560029984E-1,1.570166188E-1
6.720388154E0,3.946125507E-4,1.469975710E-2,1.490030289E-1,1.497268887E-1
6.729991539E0,-1.673728228E-3,7.692486048E-3,1.479997635E-1,1.482089933E-1
6.740003000E0,-7.663011551E-3,3.747612238E-3,1.569976807E-1,1.572292532E-1
6.750008847E0,-1.160275936E-2,5.778521299E-3,1.659994125E-1,1.665047155E-1
6.760000308E0,-1.055747271E-2,1.271501184E-2,1.660041809E-1,1.668248178E-1
6.769985616E0,-5.580663681E-3,1.561257243E-2,1.670074463E-1,1.678284342E-1
6.779985462E0,-5.605667830E-3,1.452848315E-2,1.710100174E-1,1.717175774E-1
6.789999000E0,-1.154699922E-2,1.838761568E-2,1.660203934E-1,1.674341919E-1
6.799992385E0,-1.148253679E-2,1.330864429E-2,1.570253372E-1,1.580060923E-1
6.810003539E0,-1.240211725E-2,2.381116152E-3,1.530256271E-1,1.535458394E-1
6.819986770E0,-9.367793798E-3,2.454400063E-3,1.590232849E-1,1.593178734E-1
6.830414539E0,-3.418833017E-3,1.436555386E-2,1.630258560E-1,1.636932720E-1
6.840210385E0,-6.426870823E-3,1.723447442E-2,1.600313187E-1,1.610849302E-1
6.850057770E0,-1.235023141E-2,1.414382458E-2,1.570386887E-1,1.581572816E-1
6.859987000E0,-1.522710919E-2,9.118616581E-3,1.500444412E-1,1.510905304E-1
6.869995770E0,-1.116108894E-2,1.303657889E-2,1.490516663E-1,1.500364006E-1
6.879986308E0,-4.196733236E-3,1.986160874E-2,1.530580521E-1,1.543983917E-1
6.889985693E0,-5.221605301E-3,2.364179492E-2,1.600675583E-1,1.618883036E-1
6.900084847E0,-7.221609354E-3,1.849845052E-2,1.650743484E-1,1.662645026E-1
6.910428231E0,-5.247354507E-3,8.490562439E-3,1.610736847E-1,1.613826393E-1
6.919999000E0,-4.281580448E-3,6.504535675E-3,1.550703049E-1,1.552657089E-1
6.929998385E0,-1.220139861E-2,6.516426802E-3,1.500740051E-1,1.507101356E-1
6.940834616E0,-1.507452130E-2,-1.361608505E-3,1.440744400E-1,1.448673166E-1
6.951487693E0,-1.619756222E-4,-7.156074047E-3,1.390600204E-1,1.392441199E-1
6.959988847E0,1.723319292E-3,-3.997743130E-3,1.410484314E-1,1.411155972E-1
6.969987077E0,-1.348823309E-3,5.031883717E-3,1.450433731E-1,1.451368983E-1
6.979994154E0,-5.366593599E-3,1.196679473E-2,1.510467529E-1,1.516150589E-1
6.991059923E0,-1.525267959E-2,1.289686561E-2,1.600542068E-1,1.612957610E-1
7.000049847E0,-1.711425185E-2,8.883565664E-3,1.620607376E-1,1.632038542E-1
7.010154000E0,-9.080171585E-3,4.919260740E-3,1.530599594E-1,1.534079523E-1
7.019986847E0,-1.155823469E-3,1.993566751E-3,1.470546722E-1,1.470727264E-1
7.030465847E0,-3.209203482E-3,3.060340881E-3,1.600484848E-1,1.601099065E-1
7.040112154E0,-1.214188337E-2,1.682639122E-4,1.670465469E-1,1.674873204E-1
7.050523385E0,-1.897540689E-2,2.730488777E-4,1.600484848E-1,1.611696563E-1
7.059992539E0,-1.782107353E-2,3.333151340E-3,1.560525894E-1,1.571022318E-1
7.070001077E0,-1.273885369E-2,1.226812601E-2,1.590585709E-1,1.600387899E-1
7.080976539E0,-9.704798460E-3,1.911500096E-2,1.610670090E-1,1.624873772E-1
7.090004154E0,-5.725979805E-3,1.995208859E-2,1.650733948E-1,1.663733703E-1
7.100663231E0,1.725256443E-4,1.387217641E-2,1.660737991E-1,1.666522541E-1
7.109986077E0,1.060873270E-3,6.883978844E-3,1.590671539E-1,1.592195782E-1
7.121488539E0,-3.978163004E-3,8.864969015E-3,1.540670395E-1,1.543731392E-1
7.130057308E0,-6.975561380E-3,1.081916690E-2,1.550693512E-1,1.556027523E-1
7.140221462E0,-9.933173656E-3,6.831467152E-3,1.570701599E-1,1.575321301E-1
7.149988000E0,-1.581105590E-2,5.858749151E-3,1.610746384E-1,1.619547886E-1
7.159996770E0,-1.668033004E-2,4.901409149E-3,1.650781631E-1,1.659911358E-1
7.171186770E0,-6.687968969E-3,4.944503307E-3,1.650753021E-1,1.652847011E-1
7.179991693E0,-4.720836878E-3,8.930116892E-3,1.620740891E-1,1.623885576E-1
7.190046770E0,-6.727427244E-3,5.958676338E-3,1.650733948E-1,1.653178447E-1
7.199991693E0,-6.734997034E-3,5.001544952E-3,1.670703888E-1,1.672808729E-1
7.209991693E0,-5.756586790E-3,8.990436792E-3,1.680707932E-1,1.684094943E-1
7.219991154E0,-2.820491791E-3,1.490259171E-2,1.730728149E-1,1.737361266E-1
7.229991462E0,-4.857152700E-3,1.975271106E-2,1.770772934E-1,1.782417722E-1
7.240002000E0,-1.179832220E-2,1.466658711E-2,1.680831909E-1,1.691338767E-1
7.249999385E0,-1.271846890E-2,1.062706113E-2,1.590881348E-1,1.599491435E-1
7.259996539E0,-6.721109152E-3,1.058670878E-2,1.570901871E-1,1.575899064E-1
7.270787000E0,-5.736798048E-3,6.601423025E-3,1.570882797E-1,1.573315520E-1
7.282305693E0,-8.708029985E-3,1.683682203E-3,1.500864029E-1,1.503482388E-1
7.289996770E0,-5.712896585E-3,-3.172725439E-3,1.410799026E-1,1.412311662E-1
7.300562539E0,1.916289330E-4,2.889603376E-3,1.480731964E-1,1.481015126E-1
7.309989770E0,-2.866834402E-3,1.085051894E-2,1.650724411E-1,1.654535080E-1
7.320127770E0,-5.889326334E-3,7.858365774E-3,1.730709076E-1,1.733492923E-1
7.329986154E0,-8.871287107E-3,6.878644228E-3,1.730709076E-1,1.734345829E-1
7.339988077E0,-9.832918644E-3,4.919141531E-3,1.610708237E-1,1.614456394E-1
7.349992616E0,-4.856646061E-3,2.241134644E-5,1.480646133E-1,1.481442447E-1
7.359991231E0,-3.891229630E-3,-3.821760416E-3,1.450557709E-1,1.451582729E-1
7.369990539E0,-4.912167788E-3,2.761781216E-4,1.450500488E-1,1.451334639E-1
7.379990539E0,1.969039440E-3,7.272034883E-3,1.430463791E-1,1.432446375E-1
7.389996616E0,2.834856510E-3,1.122042537E-2,1.550436020E-1,1.554749268E-1
7.400094923E0,7.292032242E-4,7.226258516E-3,1.570377350E-1,1.572056003E-1
7.410143385E0,-5.291104317E-3,3.285646439E-3,1.540346146E-1,1.541604805E-1
7.419985923E0,-1.121580601E-2,6.292462349E-3,1.380376816E-1,1.386354606E-1
7.429989000E0,-1.114407182E-2,3.344029188E-3,1.410379410E-1,1.415170437E-1
7.439985000E0,-6.152749062E-3,3.402084112E-3,1.550350189E-1,1.551943542E-1
7.450005616E0,-9.120702744E-3,7.404863834E-3,1.560363770E-1,1.564780181E-1
7.460085770E0,-7.111310959E-3,6.415843964E-3,1.470365524E-1,1.473481644E-1
7.470042847E0,-9.070366621E-3,8.395045996E-3,1.420392990E-1,1.425759826E-1
7.480040308E0,-1.100564003E-2,1.330798864E-2,1.470460892E-1,1.480566750E-1
7.489994616E0,-8.979320526E-3,2.013927698E-2,1.610546112E-1,1.625570868E-1
7.500005385E0,-6.982713938E-3,1.899021864E-2,1.650609970E-1,1.662964805E-1
7.509985847E0,-6.979942322E-3,6.011933088E-3,1.550598145E-1,1.553332192E-1
7.520058077E0,-9.932875633E-3,-2.843558788E-3,1.510562897E-1,1.514092154E-1
7.529986616E0,-8.902400732E-3,-7.279217243E-4,1.540517807E-1,1.543105108E-1
7.540028923E0,-3.942549229E-3,-6.131231785E-4,1.560449600E-1,1.560959614E-1
7.549985231E0,-3.979146481E-3,5.413800478E-3,1.500415802E-1,1.501919393E-1
7.559986077E0,-1.092207432E-2,8.402794600E-3,1.560449600E-1,1.566522525E-1
7.572255539E0,-9.884536266E-3,9.383350611E-3,1.630468369E-1,1.636154709E-1
7.580879539E0,-9.845644236E-3,1.330745220E-2,1.590518951E-1,1.599110076E-1
7.590725616E0,-9.799480438E-3,1.420933008E-2,1.500587463E-1,1.510482116E-1
7.600460231E0,-1.073125005E-2,8.188366890E-3,1.380615234E-1,1.387198376E-1
7.609991693E0,-1.164785028E-2,3.238588572E-3,1.360635757E-1,1.365996249E-1
7.619984847E0,-1.156681776E-2,3.288894892E-3,1.370649338E-1,1.375914393E-1
7.630093616E0,-4.590928555E-3,6.298571825E-3,1.420631409E-1,1.422767888E-1
7.639986077E0,-6.761550903E-4,8.287966251E-3,1.550598145E-1,1.552826250E-1
7.649992923E0,-8.653610945E-3,1.222693920E-2,1.590633392E-1,1.597671084E-1
7.659985847E0,-1.060107350E-2,5.259633064E-3,1.570644379E-1,1.575096319E-1
7.669998077E0,-8.575856686E-3,-4.570484161E-3,1.550569534E-1,1.553611710E-1
7.680739308E0,-6.572782993E-3,-3.419548273E-3,1.450510025E-1,1.452401050E-1
7.689986077E0,-6.565362215E-3,2.640455961E-3,1.380481720E-1,1.382294244E-1
7.702509539E0,-1.543441415E-2,1.717090607E-3,1.440505981E-1,1.448852800E-1
7.711120847E0,-1.925799251E-2,-3.133863211E-3,1.530504227E-1,1.542890899E-1
7.719995616E0,-9.226441383E-3,-3.971546888E-3,1.590442657E-1,1.593611586E-1
7.729990385E0,6.668567657E-4,7.039755583E-3,1.620397568E-1,1.621939753E-1
7.739986693E0,-4.249513149E-4,1.987481117E-2,1.620435715E-1,1.632584079E-1
7.749991462E0,-5.443155766E-3,2.167534828E-2,1.530513763E-1,1.546744079E-1
7.760005847E0,-4.468977451E-3,1.456534863E-2,1.420564651E-1,1.428711323E-1
7.770332539E0,-2.528667450E-3,1.150926948E-2,1.530561447E-1,1.535090905E-1
7.780014770E0,-6.151199341E-4,1.145488024E-2,1.560554504E-1,1.564765039E-1
7.791188000E0,-7.044672966E-4,1.543968916E-3,1.670475006E-1,1.670561210E-1
7.799998923E0,-5.724966526E-3,6.451010704E-4,1.660423279E-1,1.661422464E-1
7.810080154E0,-1.165530086E-2,5.670458078E-3,1.530437469E-1,1.535916294E-1
7.821919616E0,-1.158556342E-2,5.694746971E-3,1.510448456E-1,1.515955171E-1
7.830269539E0,-6.588637829E-3,6.706893444E-3,1.560440063E-1,1.563269794E-1
7.840413616E0,-3.639131784E-3,8.699715137E-3,1.670427322E-1,1.673087048E-1
7.850099000E0,1.245617867E-3,1.362276077E-2,1.660413742E-1,1.666039289E-1
7.860691231E0,5.077809095E-3,1.748540998E-2,1.560411453E-1,1.570998496E-1
7.871115539E0,2.944827080E-3,1.832094789E-2,1.430425644E-1,1.442411327E-1
7.880118154E0,-6.058752537E-3,1.323112845E-2,1.430463791E-1,1.437846926E-1
7.889986308E0,-9.019881487E-3,8.214205503E-3,1.450490952E-1,1.455612292E-1
7.900275308E0,-1.490688324E-2,3.274977207E-3,1.560516357E-1,1.567962170E-1
7.909986616E0,-1.282835007E-2,1.365423203E-3,1.630506516E-1,1.635602211E-1
7.919992000E0,-6.828814745E-3,1.451998949E-3,1.570453644E-1,1.572004691E-1
7.931721616E0,3.035455942E-3,8.432984352E-3,1.450414658E-1,1.453181200E-1
7.940058693E0,6.845593452E-3,9.400963783E-3,1.480350494E-1,1.484911315E-1
7.949987154E0,1.158770919E-2,2.471417189E-3,1.540212631E-1,1.544763166E-1
7.959987231E0,-4.444718361E-3,-3.375262022E-3,1.550121307E-1,1.551125675E-1
7.970291077E0,-1.828542352E-2,2.694129944E-3,1.570158005E-1,1.580998945E-1
7.980162847E0,-1.221403480E-2,7.696241140E-3,1.610193253E-1,1.616652031E-1
7.990003000E0,-3.072619438E-4,7.698595524E-3,1.620149612E-1,1.621980593E-1
7.999985462E0,7.491737604E-3,8.686363697E-3,1.610078812E-1,1.614159746E-1
8.012369770E0,-5.527377129E-3,6.700158119E-3,1.570053101E-1,1.572453860E-1
8.019989462E0,-1.343253255E-2,5.724817514E-3,1.540088654E-1,1.546995057E-1
8.030560308E0,-2.614676952E-2,2.786487341E-3,1.440181732E-1,1.463989491E-1
8.039985231E0,-2.290651202E-2,2.846688032E-3,1.430244446E-1,1.448751313E-1
8.049986231E0,-3.942310810E-3,3.893584013E-3,1.470212936E-1,1.471256694E-1
8.059984693E0,1.179605722E-2,5.909413099E-3,1.440095901E-1,1.446126903E-1
8.070726539E0,6.608337164E-3,8.884221315E-3,1.450023651E-1,1.454245007E-1
8.080020924E0,-1.231211424E-2,1.961052418E-3,1.540031433E-1,1.545069644E-1
8.089995462E0,-1.815354824E-2,-1.905769110E-3,1.560029984E-1,1.570672428E-1
8.101805462E0,-1.306724548E-2,8.088320494E-3,1.570072174E-1,1.577575360E-1
8.109987770E0,-1.298594475E-2,1.597678661E-2,1.620149612E-1,1.633179113E-1
8.120712462E0,-1.586771011E-2,1.291021705E-2,1.650238037E-1,1.662868417E-1
8.130001154E0,-1.673734188E-2,5.938947201E-3,1.650276184E-1,1.659804945E-1
8.140004308E0,-1.167401671E-2,5.965530872E-3,1.620292664E-1,1.625587690E-1
8.151035847E0,-8.651524782E-3,2.045542002E-3,1.610260010E-1,1.612712191E-1
8.159999539E0,-5.670338869E-3,-1.820772886E-3,1.610202789E-1,1.611303764E-1
8.170140462E0,-6.674081087E-3,4.227846861E-3,1.590166092E-1,1.592127509E-1
8.179992077E0,-1.259553432E-2,4.276007414E-3,1.590175629E-1,1.595729207E-1
8.193884770E0,-1.646226645E-2,3.810226917E-4,1.560182571E-1,1.568848239E-1
8.201659385E0,-1.534017920E-2,3.436356783E-3,1.560211182E-1,1.568110932E-1
8.210529077E0,-1.128169894E-2,9.414464235E-3,1.610240936E-1,1.616931279E-1
8.220014770E0,-8.269488811E-3,1.334425807E-2,1.680288315E-1,1.687606052E-1
8.229991924E0,-8.259356022E-3,1.623746753E-2,1.720333099E-1,1.729951792E-1
8.239991924E0,-9.236276150E-3,1.415905356E-2,1.720380783E-1,1.728666769E-1
8.249993077E0,-1.612028480E-2,1.013523340E-2,1.720438004E-1,1.730943551E-1
8.259991924E0,-1.896998286E-2,4.193991423E-3,1.770477295E-1,1.781104947E-1
8.270581924E0,-1.487168670E-2,-3.642618656E-3,1.730442047E-1,1.737202709E-1
8.279996539E0,-9.833693504E-3,6.377875805E-3,1.630449295E-1,1.634656779E-1
8.290009770E0,-8.809059858E-3,1.921886206E-2,1.600522995E-1,1.614425680E-1
8.299999000E0,-1.174059510E-2,2.103036642E-2,1.560649872E-1,1.579126281E-1
8.309985770E0,-1.561602950E-2,1.887032390E-2,1.540775299E-1,1.560122903E-1
8.319986077E0,-1.351982355E-2,9.836852551E-3,1.530828476E-1,1.539932061E-1
8.329985077E0,-7.509171963E-3,3.887891769E-3,1.540803909E-1,1.543122491E-1
8.340009462E0,-5.526989698E-3,3.938615322E-3,1.550769806E-1,1.552254174E-1
8.350182924E0,-1.599133015E-3,8.916765451E-3,1.510763168E-1,1.513476774E-1
8.360220847E0,9.179562330E-3,8.890569210E-3,1.490678787E-1,1.496146352E-1
8.371789385E0,6.984472275E-3,6.899446249E-3,1.510591507E-1,1.513778459E-1
8.379991385E0,2.848178148E-3,6.908923388E-3,1.560535431E-1,1.562323707E-1
8.390000847E0,-2.225339413E-3,7.917642593E-3,1.770496368E-1,1.772405572E-1
8.399986462E0,-9.206235409E-3,8.913964033E-3,1.780500412E-1,1.785105899E-1
8.409999770E0,-8.197456598E-3,9.893536568E-3,1.720523834E-1,1.725314551E-1
8.419987385E0,-4.239052534E-3,8.882403374E-3,1.670503616E-1,1.673400430E-1
8.429995231E0,-6.251126528E-3,9.855419397E-3,1.620512009E-1,1.624709130E-1
8.439985924E0,-6.265580654E-3,1.180505753E-2,1.680536270E-1,1.685842176E-1
8.449993616E0,1.611500978E-3,7.810294628E-3,1.690473557E-1,1.692353571E-1
8.460812616E0,6.423860788E-3,3.864765167E-3,1.600379944E-1,1.602134890E-1
8.469995231E0,7.224977016E-3,2.931982279E-3,1.590251923E-1,1.592162322E-1
8.480576847E0,7.028788328E-3,8.913040161E-3,1.550188065E-1,1.554338332E-1
8.489987154E0,1.908630133E-3,1.184615493E-2,1.490173340E-1,1.494996324E-1
8.500013077E0,-4.128068686E-3,7.840842009E-3,1.530160904E-1,1.532724492E-1
8.510017077E0,-7.121801376E-3,2.905368805E-3,1.530132294E-1,1.532064280E-1
8.520242000E0,-7.111698389E-3,8.404254913E-6,1.470088959E-1,1.471808133E-1
8.529985924E0,-9.073495865E-3,-3.832995892E-3,1.470041275E-1,1.473337493E-1
8.540032616E0,-1.496204734E-2,-3.673166037E-3,1.599998474E-1,1.607398712E-1
8.549992616E0,-1.189371943E-2,3.386288881E-3,1.630010605E-1,1.634694872E-1
8.559995539E0,-9.807348251E-4,1.232600212E-2,1.599998474E-1,1.604769246E-1
8.569994616E0,-1.062661409E-3,7.330894470E-3,1.589956284E-1,1.591680907E-1
8.580130000E0,-5.092084408E-3,-1.537114382E-3,1.659889221E-1,1.660741229E-1
8.589999770E0,-9.072095156E-3,1.555681229E-3,1.749858856E-1,1.752278038E-1
8.599987462E0,-9.052574635E-3,1.052775979E-2,1.739873886E-1,1.745405232E-1
8.610593770E0,-1.001402736E-2,1.443910599E-2,1.649932861E-1,1.659263481E-1
8.619993924E0,-1.489621401E-2,1.532584429E-2,1.510028839E-1,1.525078675E-1
8.630018770E0,-1.280552149E-2,1.225355268E-2,1.480102539E-1,1.490676564E-1
8.639988231E0,-8.772581816E-3,4.295527935E-3,1.480102539E-1,1.483322117E-1
8.649992154E0,-6.768673658E-3,8.280217648E-3,1.480102539E-1,1.483961327E-1
8.660057847E0,-9.730547667E-3,1.024588943E-2,1.600131989E-1,1.606358790E-1
8.669985693E0,-1.561039686E-2,2.322107553E-3,1.600151062E-1,1.607915137E-1
8.679994770E0,-1.450204849E-2,-1.549124718E-3,1.560134888E-1,1.566937072E-1
8.689985539E0,-1.144012809E-2,6.469190121E-3,1.600151062E-1,1.605539198E-1
8.700894308E0,-1.039394736E-2,1.240581274E-2,1.610212326E-1,1.618325545E-1
8.710895847E0,-5.417376757E-3,4.453510046E-3,1.620168686E-1,1.621685772E-1
8.720036770E0,-8.400261402E-3,1.542001963E-3,1.650133133E-1,1.652341845E-1
8.729985924E0,-1.626995206E-2,1.627385616E-3,1.590147018E-1,1.598531674E-1
8.740692231E0,-1.514562964E-2,3.678321838E-3,1.480178833E-1,1.488361983E-1
8.749986462E0,-4.176080227E-3,1.358130574E-2,1.420211792E-1,1.427301890E-1
8.759987616E0,1.707136631E-3,1.447302103E-2,1.440210342E-1,1.447564885E-1
8.770020847E0,-5.314379930E-3,8.460700512E-3,1.550207138E-1,1.553423567E-1
8.779996539E0,-8.296310902E-3,7.464945316E-3,1.610212326E-1,1.614075325E-1
8.789989847E0,-6.307214499E-3,8.456826210E-3,1.620206833E-1,1.623637912E-1
8.799985693E0,-8.289337158E-3,1.337873936E-2,1.600255966E-1,1.607976845E-1
8.809999462E0,-8.270144463E-3,1.823034883E-2,1.570329666E-1,1.583038013E-1
8.819986847E0,2.596586943E-3,2.104207873E-2,1.570358276E-1,1.584606024E-1
8.829991924E0,1.232650876E-2,1.888164878E-2,1.550331116E-1,1.566643711E-1
8.839985385E0,6.143987179E-3,1.182025671E-2,1.540288925E-1,1.546039029E-1
8.849987308E0,-9.810686111E-3,1.274377108E-2,1.510334015E-1,1.518872662E-1
8.860549847E0,-2.863973379E-3,1.956781745E-2,1.480388641E-1,1.493539659E-1
8.870570616E0,3.000944853E-3,1.741930842E-2,1.470413208E-1,1.480999257E-1
8.880652693E0,1.879453659E-3,1.136273146E-2,1.510381699E-1,1.514766410E-1
8.890125616E0,-1.199752092E-3,8.352428675E-3,1.570348740E-1,1.572614196E-1
8.899993539E0,6.914734840E-4,1.130771637E-2,1.660337448E-1,1.664197915E-1
8.910045077E0,2.554476261E-3,1.422953606E-2,1.730318069E-1,1.736347064E-1
8.920182231E0,-5.398988724E-4,1.316523552E-2,1.740303040E-1,1.745283977E-1
8.929990616E0,-5.564540625E-3,1.112556458E-2,1.690311432E-1,1.694882582E-1
8.939988000E0,-6.568670273E-3,1.107752323E-2,1.570329666E-1,1.575601839E-1
8.950408693E0,-6.569296122E-3,1.201149821E-2,1.510362625E-1,1.516554791E-1
8.961236693E0,3.282725811E-4,8.995324373E-3,1.610326767E-1,1.612840556E-1
8.970033231E0,8.117377758E-3,7.993489504E-3,1.620235443E-1,1.624235716E-1
8.980522616E0,-9.647607803E-4,8.973568678E-3,1.550207138E-1,1.552832168E-1
8.990948616E0,-7.946521044E-3,6.980240345E-3,1.510219574E-1,1.513918841E-1
8.999991231E0,-9.901106358E-3,6.000816822E-3,1.540231705E-1,1.544576924E-1
9.010537077E0,-9.860873222E-3,7.011294365E-3,1.600236893E-1,1.604804543E-1
9.019988462E0,-9.815454483E-3,6.030529737E-3,1.510248184E-1,1.514635475E-1
9.029988154E0,-1.075500250E-2,5.061984062E-3,1.490259171E-1,1.494992231E-1
9.039986308E0,-1.070076227E-2,9.042203426E-3,1.560297012E-1,1.566573823E-1
9.050551462E0,-5.722850561E-3,7.057845592E-3,1.690273285E-1,1.692713856E-1
9.060711693E0,1.750290394E-4,1.668930054E-4,1.660184860E-1,1.660186622E-1
9.069986231E0,-3.862857819E-3,2.667307854E-4,1.510124207E-1,1.510620535E-1
9.080066693E0,-7.842719555E-3,3.322154284E-3,1.470108032E-1,1.472573299E-1
9.090352770E0,-7.823109627E-3,7.320553064E-3,1.480112076E-1,1.483984808E-1
9.099994847E0,-9.776830673E-3,8.306056261E-3,1.490135193E-1,1.495647215E-1
9.109996154E0,-5.789726973E-3,6.322413683E-3,1.530122757E-1,1.532522442E-1
9.120800154E0,-3.830999136E-3,6.339550018E-3,1.550102234E-1,1.551870993E-1
9.129995077E0,-1.078170538E-2,1.129478216E-2,1.650142670E-1,1.657513969E-1
9.140062077E0,-2.061584592E-2,1.817318797E-2,1.830263138E-1,1.850781170E-1
9.152327000E0,-2.538144588E-2,2.495640516E-2,1.770467758E-1,1.805895921E-1
9.160674539E0,-1.724088192E-2,2.275097370E-2,1.610622406E-1,1.635723087E-1
9.170230693E0,-1.316815615E-3,5.774468184E-3,1.510572433E-1,1.511733087E-1
9.180036154E0,1.569539309E-3,-4.065215588E-3,1.450443268E-1,1.451097728E-1
